d,0,0.09805224792651179
d,10,0.09805224792651179
d,20,0.09805224792651179
d,30,0.09805224792651179
d,40,0.09805224792651179
d,50,0.09805224792651179
d,60,0.09805224792651179
d,70,0.09805224792651179
d,80,0.09805224792651179
d,90,0.09805224792651179
d,100,0.09805224792651179
d,110,0.09805224792651179
d,120,0.09805224792651179
d,130,0.09805224792651179
d,140,0.09805224792651179
d,150,0.09805224792651179
d,160,0.09805224792651179
d,170,0.09805224792651179
d,180,0.09805224792651179
d,190,0.09805224792651179
d,200,0.09805224792651179
d,210,0.09805224792651179
d,220,0.09805224792651179
d,230,0.09805224792651179
d,240,0.09805224792651179
d,250,0.09805224792651179
d,260,0.09805224792651179
d,270,0.09805224792651179
d,280,0.09805224792651179
d,290,0.09805224792651179
d,300,0.09805224792651179
d,310,0.09805224792651179
d,320,0.09805224792651179
d,330,0.09805224792651179
d,340,0.09805224792651179
d,350,0.09805224792651179
d,360,0.09805224792651179
d,370,0.09805224792651179
d,380,0.09805224792651179
d,390,0.09805224792651179
d,400,0.09805224792651179
d,410,0.09805224792651179
d,420,0.09805224792651179
d,430,0.09805224792651179
d,440,0.09805224792651179
d,450,0.09805224792651179
d,460,0.09805224792651179
d,470,0.09805224792651179
d,480,0.09805224792651179
d,490,0.09805224792651179
d,500,0.09805224792651179
d,510,0.09805224792651179
d,520,0.09805224792651179
d,530,0.09805224792651179
d,540,0.09805224792651179
d,550,0.09805224792651179
d,560,0.09805224792651179
d,570,0.09805224792651179
d,580,0.09805224792651179
d,590,0.09805224792651179
d,600,0.09805224792651179
d,610,0.09805224792651179
d,620,0.09805224792651179
d,630,0.09805224792651179
d,640,0.09805224792651179
d,650,0.09805224792651179
d,660,0.09805224792651179
d,670,0.09805224792651179
d,680,0.09805224792651179
d,690,0.09805224792651179
d,700,0.09805224792651179
d,710,0.09805224792651179
d,720,0.09805224792651179
d,730,0.09805224792651179
